"mese","orario","reparto_ragg","reparto","Con/senza ausili","accomp_ragg","tipo_accompagnamento","tot_trasporti","trasporti_interni","trasporti_esterni"
"January","14-15","Medical clinic","Medical clinic","With help","With help","With stretcher","3,3001090909091","1,98006545454545","1,32004363636363"
"January","14-15","Medical clinic","Medical clinic","With help","With help","With bed","1,30553766233766","0,783322597402598","0,522215064935066"
"January","14-15","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,483532467532468","0,290119480519481","0,193412987012987"
"January","14-15","Day Surgery","Day Surgery","Without help","Without help","On foot","1,05674805194805","0,63404883116883","0,422699220779221"
"January","14-15","Day Surgery","Day Surgery","With help","With help","With wheelchair","6,16436363636363","3,69861818181818","2,46574545454545"
"January","14-15","Day Surgery","Day Surgery","With help","With help","With stretcher","1,33194285714285","0,799165714285714","0,532777142857143"
"January","14-15","Day Surgery","Day Surgery","With help","With help","With bed","1,78326233766234","1,0699574025974","0,713304935064934"
"January","14-15","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,363257142857143","0,217954285714286","0,145302857142857"
"January","14-15","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","1,3736103896104","0,824166233766234","0,549444155844156"
"January","14-15","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","12,8432571428571","7,70595428571429","5,13730285714286"
"January","14-15","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","5,6546961038961","3,39281766233766","2,26187844155844"
"January","14-15","DH Orthopedic","DH Orthopedic","With help","With help","With bed","4,9449974025974","2,96699844155845","1,97799896103896"
"January","14-15","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,183148051948052","0,109888831168831","0,073259220779221"
"January","14-15","Internal Medicine","Internal Medicine","Without help","Without help","On foot","1,17668571428571","0,706011428571427","0,470674285714285"
"January","14-15","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","9,80571428571426","5,88342857142856","3,9222857142857"
"January","14-15","Internal Medicine","Internal Medicine","With help","With help","With stretcher","2,15725714285713","1,29435428571428","0,862902857142855"
"January","14-15","Internal Medicine","Internal Medicine","With help","With help","With bed","2,35337142857143","1,41202285714285","0,941348571428565"
"January","14-15","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,539314285714284","0,323588571428571","0,215725714285714"
"January","14-15","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","1,38576623376623","0,831459740259737","0,554306493506491"
"January","14-15","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","6,60548571428569","3,96329142857141","2,64219428571428"
"January","14-15","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","3,15261818181817","1,8915709090909","1,26104727272727"
"January","14-15","Urgency Medicine","Urgency Medicine","With help","With help","With bed","1,24718961038961","0,748313766233763","0,498875844155842"
"January","14-15","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,461922077922076","0,277153246753246","0,18476883116883"
"January","14-15","Neurology","Neurology","Without help","Without help","On foot","1,25772467532467","0,754634805194805","0,50308987012987"
"January","14-15","Neurology","Neurology","With help","With help","With wheelchair","7,33672727272727","4,40203636363636","2,93469090909091"
"January","14-15","Neurology","Neurology","With help","With help","With stretcher","1,58525714285715","0,951154285714286","0,634102857142857"
"January","14-15","Neurology","Neurology","With help","With help","With bed","2,12241038961039","1,27344623376623","0,848964155844156"
"January","14-15","Neurology","Neurology","With help","With help","With body trolleys","0,432342857142857","0,259405714285715","0,172937142857142"
"January","14-15","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,368727272727272","0,221236363636364","0,147490909090909"
"January","14-15","Others","Hepato-biliary surgery","With help","With help","With wheelchair","3,4476","2,06856","1,37904"
"January","14-15","Others","Hepato-biliary surgery","With help","With help","With stretcher","1,51792727272727","0,910756363636365","0,60717090909091"
"January","14-15","Others","Hepato-biliary surgery","With help","With help","With bed","1,32741818181818","0,79645090909091","0,530967272727273"
"January","14-15","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,049163636363637","0,029498181818182","0,019665454545454"
"January","14-15","Others","Urgency Surgery","Without help","Without help","On foot","0,452197402597402","0,271318441558442","0,180878961038961"
"January","14-15","Others","Urgency Surgery","With help","With help","With wheelchair","3,76831168831169","2,26098701298701","1,50732467532468"
"January","14-15","Others","Urgency Surgery","With help","With help","With stretcher","0,829028571428572","0,497417142857143","0,331611428571429"
"January","14-15","Others","Urgency Surgery","With help","With help","With bed","0,904394805194808","0,542636883116883","0,361757922077922"
"January","14-15","Others","Urgency Surgery","With help","With help","With body trolleys","0,207257142857142","0,124354285714286","0,082902857142857"
"January","14-15","Others","Geriatrics","Without help","Without help","On foot","0,980571428571428","0,588342857142857","0,392228571428572"
"January","14-15","Others","Geriatrics","With help","With help","With wheelchair","4,67405714285715","2,80443428571428","1,86962285714285"
"January","14-15","Others","Geriatrics","With help","With help","With stretcher","2,2308","1,33848","0,89232"
"January","14-15","Others","Geriatrics","With help","With help","With bed","0,882514285714285","0,529508571428571","0,353005714285714"
"January","14-15","Others","Geriatrics","With help","With help","With body trolleys","0,326857142857143","0,196114285714286","0,130742857142857"
"January","14-15","Others"," Liver unit","Without help","Without help","On foot","0,680727272727273","0,408436363636363","0,272290909090909"
"January","14-15","Others"," Liver unit","With help","With help","With wheelchair","3,97090909090909","2,38254545454545","1,58836363636364"
"January","14-15","Others"," Liver unit","With help","With help","With stretcher","0,858","0,5148","0,3432"
"January","14-15","Others"," Liver unit","With help","With help","With bed","1,14872727272728","0,689236363636364","0,459490909090909"
"January","14-15","Others"," Liver unit","With help","With help","With body trolleys","0,234","0,1404","0,0936"
"January","15-16","Cardiology","Cardiology","Without help","Without help","On foot","1,98675116883118","1,1920507012987","0,794700467532469"
"January","15-16","Cardiology","Cardiology","With help","With help","With wheelchair","12,1412571428572","7,2847542857143","4,85650285714287"
"January","15-16","Cardiology","Cardiology","With help","With help","With stretcher","2,86975168831169","1,72185101298701","1,14790067532468"
"January","15-16","Cardiology","Cardiology","With help","With help","With bed","2,64900155844156","1,58940093506494","1,05960062337663"
"January","15-16","Cardiology","Cardiology","With help","With help","With body trolleys","0,441500259740261","0,264900155844157","0,176600103896104"
"January","15-16","Medical clinic","Medical clinic","Without help","Without help","On foot","1,16047792207792","0,696286753246752","0,464191168831168"
"January","15-16","Medical clinic","Medical clinic","With help","With help","With wheelchair","7,54310649350648","4,52586389610389","3,01724259740259"
"January","15-16","Medical clinic","Medical clinic","With help","With help","With stretcher","3,35087999999999","2,01052799999999","1,340352"
"January","15-16","Medical clinic","Medical clinic","With help","With help","With bed","1,56664519480519","0,939987116883117","0,626658077922077"
"January","15-16","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,79782857142857","0,478697142857142","0,319131428571428"
"January","15-16","Day Surgery","Day Surgery","Without help","Without help","On foot","1,9021464935065","1,1412878961039","0,760858597402601"
"January","15-16","Day Surgery","Day Surgery","With help","With help","With wheelchair","8,13696000000003","4,88217600000002","3,25478400000002"
"January","15-16","Day Surgery","Day Surgery","With help","With help","With stretcher","1,88893714285715","1,13336228571429","0,75557485714286"
"January","15-16","Day Surgery","Day Surgery","With help","With help","With bed","2,13991480519482","1,28394888311689","0,855965922077925"
"January","15-16","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,317024415584417","0,19021464935065","0,126809766233766"
"January","15-16","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","1,09888831168831","0,659332987012987","0,439555324675325"
"January","15-16","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","14,010825974026","8,40649558441559","5,60433038961039"
"January","15-16","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","5,74169142857143","3,44501485714286","2,29667657142857"
"January","15-16","DH Orthopedic","DH Orthopedic","With help","With help","With bed","5,93399688311688","3,56039812987013","2,37359875324675"
"January","15-16","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,302194285714286","0,181316571428572","0,120877714285714"
"January","15-16","Internal Medicine","Internal Medicine","Without help","Without help","On foot","2,11803428571428","1,27082057142857","0,847213714285716"
"January","15-16","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","12,9435428571429","7,76612571428573","5,17741714285716"
"January","15-16","Internal Medicine","Internal Medicine","With help","With help","With stretcher","3,05938285714286","1,83562971428572","1,22375314285715"
"January","15-16","Internal Medicine","Internal Medicine","With help","With help","With bed","2,82404571428572","1,69442742857143","1,12961828571429"
"January","15-16","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,470674285714286","0,282404571428572","0,188269714285714"
"January","15-16","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","1,10861298701298","0,66516779220779","0,443445194805194"
"January","15-16","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","7,2059844155844","4,32359064935064","2,88239376623376"
"January","15-16","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","3,20111999999999","1,920672","1,28044799999999"
"January","15-16","Urgency Medicine","Urgency Medicine","With help","With help","With bed","1,49662753246753","0,897976519480517","0,598651012987011"
"January","15-16","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,762171428571427","0,457302857142856","0,304868571428571"
"January","15-16","Neurology","Neurology","Without help","Without help","On foot","2,26390441558441","1,35834264935064","0,905561766233764"
"January","15-16","Neurology","Neurology","With help","With help","With wheelchair","9,68447999999998","5,81068799999998","3,87379199999999"
"January","15-16","Neurology","Neurology","With help","With help","With stretcher","2,24818285714285","1,34890971428571","0,899273142857141"
"January","15-16","Neurology","Neurology","With help","With help","With bed","2,54689246753246","1,52813548051948","1,01875698701298"
"January","15-16","Neurology","Neurology","With help","With help","With body trolleys","0,377317402597402","0,226390441558441","0,150926961038961"
"January","15-16","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,294981818181818","0,17698909090909","0,117992727272727"
"January","15-16","Others","Hepato-biliary surgery","With help","With help","With wheelchair","3,76101818181818","2,25661090909091","1,50440727272727"
"January","15-16","Others","Hepato-biliary surgery","With help","With help","With stretcher","1,54128","0,924767999999999","0,616511999999999"
"January","15-16","Others","Hepato-biliary surgery","With help","With help","With bed","1,59290181818182","0,955741090909086","0,637160727272727"
"January","15-16","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,081120000000001","0,048672","0,032448"
"January","15-16","Others","Urgency Surgery","Without help","Without help","On foot","0,813955324675325","0,488373194805194","0,32558212987013"
"January","15-16","Others","Urgency Surgery","With help","With help","With wheelchair","4,97417142857143","2,98450285714286","1,98966857142857"
"January","15-16","Others","Urgency Surgery","With help","With help","With stretcher","1,17571324675325","0,705427948051948","0,470285298701299"
"January","15-16","Others","Urgency Surgery","With help","With help","With bed","1,08527376623377","0,65116425974026","0,434109506493506"
"January","15-16","Others","Urgency Surgery","With help","With help","With body trolleys","0,180878961038961","0,108527376623377","0,072351584415585"
"January","15-16","Others","Geriatrics","Without help","Without help","On foot","0,784457142857143","0,470674285714286","0,313782857142858"
"January","15-16","Others","Geriatrics","With help","With help","With wheelchair","5,09897142857143","3,05938285714286","2,03958857142857"
"January","15-16","Others","Geriatrics","With help","With help","With stretcher","2,26512","1,359072","0,906048"
"January","15-16","Others","Geriatrics","With help","With help","With bed","1,05901714285714","0,635410285714286","0,423606857142857"
"January","15-16","Others","Geriatrics","With help","With help","With body trolleys","0,539314285714287","0,323588571428572","0,215725714285715"
"January","15-16","Others"," Liver unit","Without help","Without help","On foot","1,22530909090909","0,735185454545454","0,490123636363637"
"January","15-16","Others"," Liver unit","With help","With help","With wheelchair","5,2416","3,14496","2,09664"
"January","15-16","Others"," Liver unit","With help","With help","With stretcher","1,2168","0,73008","0,48672"
"January","15-16","Others"," Liver unit","With help","With help","With bed","1,37847272727272","0,827083636363636","0,551389090909091"
"January","15-16","Others"," Liver unit","With help","With help","With body trolleys","0,204218181818182","0,122530909090909","0,081687272727273"
"January","16-17","Cardiology","Cardiology","Without help","Without help","On foot","1,06978909090909","0,641873454545454","0,427915636363636"
"January","16-17","Cardiology","Cardiology","With help","With help","With wheelchair","8,91490909090908","5,34894545454545","3,56596363636363"
"January","16-17","Cardiology","Cardiology","With help","With help","With stretcher","1,96128","1,176768","0,784511999999999"
"January","16-17","Cardiology","Cardiology","With help","With help","With bed","2,13957818181818","1,28374690909091","0,855831272727272"
"January","16-17","Cardiology","Cardiology","With help","With help","With body trolleys","0,49032","0,294191999999999","0,196128"
"January","16-17","Medical clinic","Medical clinic","Without help","Without help","On foot","1,40596363636363","0,843578181818179","0,562385454545453"
"January","16-17","Medical clinic","Medical clinic","With help","With help","With wheelchair","6,70175999999998","4,02105599999998","2,68070399999999"
"January","16-17","Medical clinic","Medical clinic","With help","With help","With stretcher","3,19856727272727","1,91914036363635","1,2794269090909"
"January","16-17","Medical clinic","Medical clinic","With help","With help","With bed","1,26536727272727","0,759220363636361","0,506146909090908"
"January","16-17","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,468654545454544","0,281192727272726","0,187461818181818"
"January","16-17","Day Surgery","Day Surgery","Without help","Without help","On foot","1,02423272727273","0,614539636363636","0,40969309090909"
"January","16-17","Day Surgery","Day Surgery","With help","With help","With wheelchair","5,9746909090909","3,58481454545454","2,38987636363636"
"January","16-17","Day Surgery","Day Surgery","With help","With help","With stretcher","1,29096","0,774575999999999","0,516384"
"January","16-17","Day Surgery","Day Surgery","With help","With help","With bed","1,72839272727272","1,03703563636364","0,691357090909091"
"January","16-17","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,35208","0,211248","0,140832"
"January","16-17","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","1,33134545454546","0,798807272727272","0,532538181818182"
"January","16-17","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","12,44808","7,468848","4,97923199999999"
"January","16-17","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","5,48070545454545","3,28842327272727","2,19228218181818"
"January","16-17","DH Orthopedic","DH Orthopedic","With help","With help","With bed","4,79284363636364","2,87570618181818","1,91713745454546"
"January","16-17","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,177512727272727","0,106507636363636","0,071005090909091"
"January","16-17","Internal Medicine","Internal Medicine","Without help","Without help","On foot","1,14048","0,684288","0,456192"
"January","16-17","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","9,504","5,7024","3,8016"
"January","16-17","Internal Medicine","Internal Medicine","With help","With help","With stretcher","2,09088","1,254528","0,836352"
"January","16-17","Internal Medicine","Internal Medicine","With help","With help","With bed","2,28096","1,368576","0,912384"
"January","16-17","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,52272","0,313632","0,209088"
"January","16-17","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","1,34312727272728","0,805876363636366","0,53725090909091"
"January","16-17","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","6,40224000000002","3,84134400000001","2,56089600000001"
"January","16-17","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","3,05561454545455","1,83336872727273","1,22224581818182"
"January","16-17","Urgency Medicine","Urgency Medicine","With help","With help","With bed","1,20881454545455","0,725288727272728","0,483525818181819"
"January","16-17","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,447709090909092","0,268625454545455","0,179083636363637"
"January","16-17","Neurology","Neurology","Without help","Without help","On foot","1,21902545454546","0,731415272727272","0,487610181818181"
"January","16-17","Neurology","Neurology","With help","With help","With wheelchair","7,11098181818181","4,26658909090908","2,84439272727272"
"January","16-17","Neurology","Neurology","With help","With help","With stretcher","1,53648","0,921887999999999","0,614591999999999"
"January","16-17","Neurology","Neurology","With help","With help","With bed","2,05710545454545","1,23426327272727","0,822842181818181"
"January","16-17","Neurology","Neurology","With help","With help","With body trolleys","0,419039999999999","0,251423999999999","0,167616"
"January","16-17","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,357381818181818","0,214429090909091","0,142952727272728"
"January","16-17","Others","Hepato-biliary surgery","With help","With help","With wheelchair","3,34152000000001","2,004912","1,336608"
"January","16-17","Others","Hepato-biliary surgery","With help","With help","With stretcher","1,47122181818182","0,882733090909091","0,588488727272728"
"January","16-17","Others","Hepato-biliary surgery","With help","With help","With bed","1,28657454545454","0,771944727272728","0,514629818181818"
"January","16-17","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,047650909090909","0,028590545454546","0,019060363636364"
"January","16-17","Others","Urgency Surgery","Without help","Without help","On foot","0,438283636363637","0,262970181818182","0,175313454545454"
"January","16-17","Others","Urgency Surgery","With help","With help","With wheelchair","3,65236363636364","2,19141818181818","1,46094545454546"
"January","16-17","Others","Urgency Surgery","With help","With help","With stretcher","0,80352","0,482112000000001","0,321408"
"January","16-17","Others","Urgency Surgery","With help","With help","With bed","0,876567272727273","0,525940363636364","0,35062690909091"
"January","16-17","Others","Urgency Surgery","With help","With help","With body trolleys","0,20088","0,120528","0,080352"
"January","16-17","Others","Geriatrics","Without help","Without help","On foot","0,9504","0,57024","0,38016"
"January","16-17","Others","Geriatrics","With help","With help","With wheelchair","4,53024","2,718144","1,812096"
"January","16-17","Others","Geriatrics","With help","With help","With stretcher","2,16216","1,297296","0,864864"
"January","16-17","Others","Geriatrics","With help","With help","With bed","0,85536","0,513216","0,342144"
"January","16-17","Others","Geriatrics","With help","With help","With body trolleys","0,3168","0,19008","0,12672"
"January","16-17","Others"," Liver unit","Without help","Without help","On foot","0,659781818181818","0,39586909090909","0,263912727272727"
"January","16-17","Others"," Liver unit","With help","With help","With wheelchair","3,84872727272727","2,30923636363636","1,53949090909091"
"January","16-17","Others"," Liver unit","With help","With help","With stretcher","0,8316","0,49896","0,33264"
"January","16-17","Others"," Liver unit","With help","With help","With bed","1,11338181818182","0,668029090909091","0,445352727272727"
"January","16-17","Others"," Liver unit","With help","With help","With body trolleys","0,2268","0,13608","0,09072"
"January","17-18","Cardiology","Cardiology","Without help","Without help","On foot","1,7957174025974","1,07743044155844","0,718286961038962"
"January","17-18","Cardiology","Cardiology","With help","With help","With wheelchair","10,9738285714286","6,58429714285715","4,38953142857143"
"January","17-18","Cardiology","Cardiology","With help","With help","With stretcher","2,59381402597403","1,55628841558442","1,03752561038961"
"January","17-18","Cardiology","Cardiology","With help","With help","With bed","2,39428987012987","1,43657392207793","0,957715948051947"
"January","17-18","Cardiology","Cardiology","With help","With help","With body trolleys","0,399048311688312","0,239428987012987","0,159619324675325"
"January","17-18","Medical clinic","Medical clinic","Without help","Without help","On foot","1,0488935064935","0,629336103896102","0,419557402597402"
"January","17-18","Medical clinic","Medical clinic","With help","With help","With wheelchair","6,81780779220778","4,09068467532467","2,72712311688311"
"January","17-18","Medical clinic","Medical clinic","With help","With help","With stretcher","3,02868","1,817208","1,211472"
"January","17-18","Medical clinic","Medical clinic","With help","With help","With bed","1,41600623376623","0,849603740259739","0,566402493506492"
"January","17-18","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,721114285714284","0,432668571428571","0,288445714285714"
"January","17-18","Day Surgery","Day Surgery","Without help","Without help","On foot","1,7192477922078","1,03154867532468","0,687699116883118"
"January","17-18","Day Surgery","Day Surgery","With help","With help","With wheelchair","7,35456000000002","4,41273600000001","2,94182400000001"
"January","17-18","Day Surgery","Day Surgery","With help","With help","With stretcher","1,70730857142858","1,02438514285714","0,68292342857143"
"January","17-18","Day Surgery","Day Surgery","With help","With help","With bed","1,93415376623377","1,16049225974027","0,773661506493508"
"January","17-18","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,286541298701299","0,171924779220779","0,11461651948052"
"January","17-18","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","0,993225974025976","0,595935584415583","0,397290389610389"
"January","17-18","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","12,6636311688311","7,59817870129869","5,06545246753246"
"January","17-18","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","5,18960571428571","3,11376342857142","2,07584228571428"
"January","17-18","DH Orthopedic","DH Orthopedic","With help","With help","With bed","5,36342025974025","3,21805215584415","2,1453681038961"
"January","17-18","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,273137142857142","0,163882285714286","0,109254857142857"
"January","17-18","Internal Medicine","Internal Medicine","Without help","Without help","On foot","1,91437714285715","1,14862628571429","0,765750857142858"
"January","17-18","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","11,6989714285715","7,01938285714287","4,67958857142857"
"January","17-18","Internal Medicine","Internal Medicine","With help","With help","With stretcher","2,76521142857144","1,65912685714286","1,10608457142857"
"January","17-18","Internal Medicine","Internal Medicine","With help","With help","With bed","2,55250285714286","1,53150171428571","1,02100114285715"
"January","17-18","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,425417142857143","0,255250285714286","0,170166857142858"
"January","17-18","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","1,00201558441558","0,60120935064935","0,400806233766234"
"January","17-18","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","6,5131012987013","3,90786077922078","2,60524051948052"
"January","17-18","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","2,89332","1,73599199999999","1,157328"
"January","17-18","Urgency Medicine","Urgency Medicine","With help","With help","With bed","1,35272103896104","0,811632623376623","0,541088415584415"
"January","17-18","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,688885714285714","0,413331428571428","0,275554285714286"
"January","17-18","Neurology","Neurology","Without help","Without help","On foot","2,04622129870129","1,22773277922078","0,818488519480518"
"January","17-18","Neurology","Neurology","With help","With help","With wheelchair","8,75327999999999","5,25196799999998","3,50131199999999"
"January","17-18","Neurology","Neurology","With help","With help","With stretcher","2,03201142857142","1,21920685714286","0,812804571428571"
"January","17-18","Neurology","Neurology","With help","With help","With bed","2,30199896103896","1,38119937662337","0,920799584415585"
"January","17-18","Neurology","Neurology","With help","With help","With body trolleys","0,341036883116882","0,20462212987013","0,136414753246753"
"January","17-18","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,266618181818182","0,159970909090909","0,106647272727273"
"January","17-18","Others","Hepato-biliary surgery","With help","With help","With wheelchair","3,39938181818182","2,03962909090909","1,35975272727273"
"January","17-18","Others","Hepato-biliary surgery","With help","With help","With stretcher","1,39308","0,835848000000001","0,557232000000001"
"January","17-18","Others","Hepato-biliary surgery","With help","With help","With bed","1,43973818181818","0,86384290909091","0,575895272727273"
"January","17-18","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,073320000000001","0,043992","0,029328"
"January","17-18","Others","Urgency Surgery","Without help","Without help","On foot","0,73569038961039","0,441414233766234","0,294276155844156"
"January","17-18","Others","Urgency Surgery","With help","With help","With wheelchair","4,49588571428571","2,69753142857143","1,79835428571428"
"January","17-18","Others","Urgency Surgery","With help","With help","With stretcher","1,0626638961039","0,637598337662338","0,425065558441558"
"January","17-18","Others","Urgency Surgery","With help","With help","With bed","0,980920519480521","0,588552311688312","0,392368207792208"
"January","17-18","Others","Urgency Surgery","With help","With help","With body trolleys","0,163486753246753","0,098092051948052","0,065394701298702"
"January","17-18","Others","Geriatrics","Without help","Without help","On foot","0,709028571428571","0,425417142857142","0,283611428571429"
"January","17-18","Others","Geriatrics","With help","With help","With wheelchair","4,60868571428571","2,76521142857143","1,84347428571429"
"January","17-18","Others","Geriatrics","With help","With help","With stretcher","2,04732","1,228392","0,818928"
"January","17-18","Others","Geriatrics","With help","With help","With bed","0,957188571428574","0,574313142857143","0,382875428571429"
"January","17-18","Others","Geriatrics","With help","With help","With body trolleys","0,487457142857143","0,292474285714285","0,194982857142857"
"January","17-18","Others"," Liver unit","Without help","Without help","On foot","1,10749090909091","0,664494545454545","0,442996363636363"
"January","17-18","Others"," Liver unit","With help","With help","With wheelchair","4,7376","2,84256","1,89504"
"January","17-18","Others"," Liver unit","With help","With help","With stretcher","1,0998","0,65988","0,43992"
"January","17-18","Others"," Liver unit","With help","With help","With bed","1,24592727272728","0,747556363636364","0,498370909090909"
"January","17-18","Others"," Liver unit","With help","With help","With body trolleys","0,184581818181818","0,110749090909091","0,073832727272727"
"January","18-19","Cardiology","Cardiology","Without help","Without help","On foot","0,993375584415584","0,59602535064935","0,397350233766234"
"January","18-19","Cardiology","Cardiology","With help","With help","With wheelchair","8,27812987012986","4,96687792207792","3,31125194805194"
"January","18-19","Cardiology","Cardiology","With help","With help","With stretcher","1,82118857142857","1,09271314285714","0,728475428571428"
"January","18-19","Cardiology","Cardiology","With help","With help","With bed","1,98675116883117","1,1920507012987","0,794700467532466"
"January","18-19","Cardiology","Cardiology","With help","With help","With body trolleys","0,455297142857142","0,273178285714286","0,182118857142857"
"January","18-19","Medical clinic","Medical clinic","Without help","Without help","On foot","1,30553766233766","0,783322597402596","0,522215064935064"
"January","18-19","Medical clinic","Medical clinic","With help","With help","With wheelchair","6,22306285714285","3,73383771428571","2,48922514285713"
"January","18-19","Medical clinic","Medical clinic","With help","With help","With stretcher","2,97009818181817","1,7820589090909","1,18803927272727"
"January","18-19","Medical clinic","Medical clinic","With help","With help","With bed","1,17498389610389","0,704990337662336","0,469993558441558"
"January","18-19","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,43517922077922","0,261107532467532","0,174071688311688"
"January","18-19","Day Surgery","Day Surgery","Without help","Without help","On foot","0,951073246753248","0,570643948051948","0,380429298701299"
"January","18-19","Day Surgery","Day Surgery","With help","With help","With wheelchair","5,54792727272728","3,32875636363636","2,21917090909091"
"January","18-19","Day Surgery","Day Surgery","With help","With help","With stretcher","1,19874857142857","0,719249142857143","0,479499428571429"
"January","18-19","Day Surgery","Day Surgery","With help","With help","With bed","1,60493610389611","0,96296166233766","0,641974441558442"
"January","18-19","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,326931428571429","0,196158857142857","0,130772571428572"
"January","18-19","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","1,23624935064935","0,741749610389609","0,494499740259739"
"January","18-19","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","11,5589314285715","6,93535885714285","4,62357257142856"
"January","18-19","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","5,08922649350648","3,05353589610389","2,03569059740259"
"January","18-19","DH Orthopedic","DH Orthopedic","With help","With help","With bed","4,45049766233765","2,6702985974026","1,78019906493506"
"January","18-19","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,164833246753246","0,098899948051948","0,065933298701298"
"January","18-19","Internal Medicine","Internal Medicine","Without help","Without help","On foot","1,05901714285714","0,635410285714284","0,423606857142856"
"January","18-19","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","8,82514285714284","5,2950857142857","3,53005714285714"
"January","18-19","Internal Medicine","Internal Medicine","With help","With help","With stretcher","1,94153142857143","1,16491885714285","0,77661257142857"
"January","18-19","Internal Medicine","Internal Medicine","With help","With help","With bed","2,11803428571428","1,27082057142857","0,847213714285713"
"January","18-19","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,485382857142856","0,291229714285714","0,194153142857143"
"January","18-19","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","1,24718961038962","0,74831376623377","0,498875844155846"
"January","18-19","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","5,94493714285717","3,5669622857143","2,37797485714286"
"January","18-19","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","2,83735636363638","1,70241381818183","1,13494254545455"
"January","18-19","Urgency Medicine","Urgency Medicine","With help","With help","With bed","1,12247064935066","0,673482389610392","0,448988259740261"
"January","18-19","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,415729870129872","0,249437922077923","0,166291948051949"
"January","18-19","Neurology","Neurology","Without help","Without help","On foot","1,13195220779221","0,679171324675323","0,452780883116882"
"January","18-19","Neurology","Neurology","With help","With help","With wheelchair","6,60305454545453","3,96183272727272","2,64122181818181"
"January","18-19","Neurology","Neurology","With help","With help","With stretcher","1,42673142857143","0,856038857142855","0,57069257142857"
