Company,Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
Caoni (Tulicorp),Los Rios,2008,55,Ecuador,"3,25",Forastero (Arriba),Ecuador
Caoni (Tulicorp),Esmeraldas,2008,55,Ecuador,"3,5",Forastero (Arriba),Ecuador
Captain Pembleton,"Saidor Estate, Madang P.",2014,70,New Zealand,"3,5",Trinitario,Papua New Guinea
Captain Pembleton,Kulili Estate,2014,70,New Zealand,"3,75",,Papua New Guinea
Caribeans,"Antigua, Special Reserve",2015,72,Costa Rica,"3,5",,Guatemala
Caribeans,"Talamanca, Raul-Kekoldo community",2015,72,Costa Rica,"3,25",,Costa Rica
Caribeans,Anselmo Paraiso Estate,2015,72,Costa Rica,"3,5",,Costa Rica
Caribeans,Costa Rica,2012,72,Costa Rica,3,Forastero,Costa Rica
Caribeans,Costa Rica,2012,80,Costa Rica,"2,75",Forastero,Costa Rica
Carlotta Chocolat,Arauca,2016,65,Colombia,3,Trinitario,Colombia
Carlotta Chocolat,Tumaco,2016,65,Colombia,"3,25",Trinitario,Colombia
Carlotta Chocolat,Cordoba,2016,65,Colombia,"3,25",Trinitario,Colombia
Carlotta Chocolat,Huila,2016,65,Colombia,"3,5",Trinitario,Colombia
Carlotta Chocolat,Cesar,2016,65,Colombia,"3,5",CCN51,Colombia
Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72,U.S.A.,4,Trinitario,Belize
Castronovo,"the lost city, gracias a dias, batch 362",2015,72,U.S.A.,"3,5",Trinitario,Honduras
Castronovo,"Duarte, Batch 360",2015,70,U.S.A.,"3,75","Criollo, Trinitario",Domincan Republic
Castronovo,"Piaroa, Amazonas, Batch 350",2015,72,U.S.A.,"3,5",,Venezuela
Castronovo,Sierra Nevada,2014,72,U.S.A.,"3,5","Criollo, Trinitario",Colombia
Castronovo,Arauca,2014,76,U.S.A.,"3,5","Criollo, Trinitario",Colombia
Castronovo,Elvesia P.,2014,70,U.S.A.,"2,75",Trinitario,Dominican Republic
Castronovo,Bolivia,2013,70,U.S.A.,3,Trinitario,Bolivia
Castronovo,Conacado,2013,73,U.S.A.,"3,5",Trinitario,Dominican Republic
Castronovo,San Martin,2013,70,U.S.A.,"2,5",Criollo,Peru
Castronovo,"Guaniamo, Amazonas",2013,70,U.S.A.,"3,25",,Venezuela
Castronovo,Nicaragua,2013,72,U.S.A.,"3,25",Trinitario,Nicaragua
Castronovo,Tumbes,2013,70,U.S.A.,"2,75",Criollo,Peru
Castronovo,Guaniamo,2013,72,U.S.A.,3,,Venezuela
Cello,Ecuador,2014,70,U.S.A.,"2,5",,Ecuador
Cello,Peru,2014,70,U.S.A.,"2,75",,Peru
Cello,Venezuela,2014,70,U.S.A.,"2,75",,Venezuela
Cello,Bolivia,2014,70,U.S.A.,3,,Bolivia
Cemoi,Equateur,2009,72,France,"2,75",,Ecuador
Chaleur B,Uganda,2014,70,Canada,"2,75",Forastero,Uganda
Charm School,Maya Mtn,2016,70,U.S.A.,"3,25",,Belize
Chchukululu (Tulicorp),Arriba,2010,55,Ecuador,"2,75",Forastero (Arriba),Ecuador
Chchukululu (Tulicorp),Los Rios,2008,75,Ecuador,3,Forastero (Arriba),Ecuador
Chequessett,la Amistad,2014,70,U.S.A.,"3,5",,Costa Rica
Chloe Chocolat,Blend No. 1,2011,70,France,"3,5",,
Chocablog,Ecuador,2015,70,U.K.,"3,25",,Ecuador
Choco Del Sol,Maya Mountain w/ nibs,2014,75,Germany,3,Trinitario,Belize
Choco Del Sol,Maya Mountain,2014,82,Germany,"3,25",Trinitario,Belize
Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70,South Korea,"2,75",Trinitario,Vietnam
Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70,South Korea,"3,5",Trinitario,Malaysia
Chocolarder,Peru,2015,65,U.K.,"2,5",Criollo,Peru
Chocolarder,Peru + nibs,2015,65,U.K.,"2,75",Criollo,Peru
Chocolarder,Dominican Republic,2015,80,U.K.,"2,5",,Dominican Republic
Chocola'te,Madagascar,2011,70,U.S.A.,"3,75",Trinitario,Madagascar
Chocola'te,Venezuela,2011,68,U.S.A.,"3,75",,Venezuela
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90,U.S.A.,"2,5",,Peru
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80,U.S.A.,"2,5",,
Chocolate Con Amor,Wild Bolivian,2016,70,U.S.A.,"2,5",,Bolivia
Chocolate Con Amor,Uganda,2016,70,U.S.A.,"2,75",,Uganda
Chocolate Con Amor,Dominican Republic,2016,60,U.S.A.,3,,Dominican Republic
Chocolate Con Amor,Dominican Republic,2016,75,U.S.A.,3,,Dominican Republic
Chocolate Con Amor,Ocumare,2016,80,U.S.A.,3,Criollo (Ocumare),Venezuela
Chocolate Con Amor,Ecuador,2016,70,U.S.A.,"3,25",,Ecuador
Chocolate Con Amor,Nicaragua,2016,80,U.S.A.,"2,75",,Nicaragua
Chocolate Conspiracy,Peru,2014,74,U.S.A.,"2,75",,Peru
Chocolate Makers,Tres Hombres,2015,75,Amsterdam,"3,25",Trinitario,Dominican Republic
Chocolate Makers,"Congo, Gorilla bar",2015,68,Amsterdam,"3,5",Forastero,Congo
Chocolate Makers,"Peru, Awagum bar",2015,80,Amsterdam,"3,75",Criollo,Peru
"Chocolate Tree, The",Maranon,2015,69,Scotland,"3,75",Forastero (Nacional),Peru
"Chocolate Tree, The",Carenero Superior,2015,80,Scotland,"3,75",Trinitario,Venezuela
"Chocolate Tree, The",Peru,2013,70,Scotland,"3,75",Forastero (Nacional),Peru
"Chocolate Tree, The",Ecuador,2012,82,Scotland,"2,5",Forastero (Arriba),Ecuador
"Chocolate Tree, The",Peru,2012,68,Scotland,"2,75",Criollo,Peru
"Chocolate Tree, The",Madagascar,2012,72,Scotland,"3,25",Criollo,Madagascar
Chocolats Privilege,Xoconusco,2014,70,Canada,"2,5",Criollo,Mexico
ChocoReko,Patanemo,2015,77,Japan,3,Criollo,Venezuela
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2011,65,Canada,"3,25",,Mexico
Chocovic,Xoconusco,2010,71,Spain,"3,25",Criollo,Mexico
Chocovic,Sambirano,2010,71,Spain,"3,5",Trinitario,Madagascar
Chocovic,Kendari,2009,60,Spain,"3,25",,
Chocovic,Tarakan,2009,75,Spain,"3,25",,
Chocovic,Ocumare,2008,71,Spain,"3,5",Criollo,Venezuela
Chocovic,"Bolivar, Guaranda",2007,71,Spain,"2,5",Forastero (Arriba),Ecuador
Chocovic,Guyave,2007,71,Spain,"2,5",Trinitario,Grenada
Chocovic,Maragda,2007,70,Spain,3,Blend,
Chocovivo,Tabasco,2015,65,U.S.A.,"2,5",Trinitario,Mexico
Chocovivo,Tabasco,2015,75,U.S.A.,"2,5",Trinitario,Mexico
Choklat,Ocumare,2009,80,Canada,"2,5",Criollo,Venezuela
Choklat,"Porcelana, Tabasco",2009,70,Canada,"2,75",Criollo,Mexico
Choklat,Brazilian,2009,70,Canada,3,,Brazil
Choklat,Brazilian,2009,80,Canada,3,,Brazil
Choklat,Ocumare,2009,70,Canada,3,Criollo,Venezuela
Chokolat Elot (Girard),Guadeloupe,2013,42,Martinique,"2,75",,Martinique
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75,Canada,"3,25",,Mexico
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68,Canada,"3,75",Forastero (Nacional),Peru
Chuao Chocolatier,Choroni,2009,61,U.S.A.,3,Criollo,Venezuela
Chuao Chocolatier (Pralus),Chuao,2010,77,U.S.A.,"2,75",Trinitario,Venezuela
Claudio Corallo,Terreiro Velho P.,2010,73.5,Sao Tome,"3,75",Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80,Sao Tome,3,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,2008,75,Sao Tome,4,Forastero,Sao Tome & Principe
Claudio Corallo,Principe,2008,100,Sao Tome,1,Forastero,Sao Tome & Principe
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,73,U.S.A.,"3,5",,Ecuador
Coleman & Davis,Sambirano,2015,75,U.S.A.,3,Trinitario,Madagascar
Compania de Chocolate (Salgado),Sur del Lago,2010,70,Argentina,"3,25",,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,2008,80,Argentina,"2,75",Trinitario,Venezuela
Compania de Chocolate (Salgado),Moxos,2008,72,Argentina,"3,25",,Bolivia
Compania de Chocolate (Salgado),Ocumare,2008,70,Argentina,"3,75",Criollo,Venezuela
Compania de Chocolate (Salgado),Esmeraldas,2008,88,Argentina,"2,75",Forastero (Nacional),Ecuador
Condor,Camino Verde,2015,76,U.S.A.,"3,5",,Ecuador
Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78,U.S.A.,"2,75",Trinitario,Vietnam
Coppeneur,"Ecuador, Puristique",2013,65,Germany,"3,25",Forastero (Nacional),Ecuador
Coppeneur,Ghana Puristique,2012,85,Germany,"3,5",Forastero,Ghana
Coppeneur,Ecuador Puristique,2012,100,Germany,"1,5",,Ecuador
Coppeneur,Uba Budo,2012,72,Germany,"3,75",Forastero,Sao Tome & Principe
Coppeneur,Madagascar,2012,70,Germany,"3,5",Trinitario,Madagascar
Coppeneur,Grenada,2010,72,Germany,"3,25",Trinitario,Grenada
Coppeneur,Chuao,2010,70,Germany,3,Trinitario,Venezuela
Coppeneur,"Los Rios, H. Iara",2010,72,Germany,"2,5",Nacional,Ecuador
Coppeneur,Trinidad,2010,72,Germany,3,Trinitario,Trinidad
Coppeneur,Jamaica,2010,72,Germany,"3,25",Trinitario,Jamaica
Coppeneur,Ocumare 61,2010,72,Germany,"3,25",Criollo (Ocumare 61),Venezuela
Coppeneur,"Porcelana, Apotequil",2009,72,Germany,3,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",2009,62,Germany,"3,25",Criollo,Peru
Coppeneur,Chuao 100hr,2009,70,Germany,"3,5","Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,2009,70,Germany,"3,75","Criollo, Trinitario",Venezuela
Coppeneur,"Porcelana, Tabasco, Mexico",2008,72,Germany,3,Criollo,Mexico
Coppeneur,"Porcelana, Venezuela",2008,72,Germany,3,Criollo (Porcelana),Venezuela
Coppeneur,"Sambirano, Menava P.",2007,72,Germany,3,Trinitario,Madagascar
Cote d' Or (Kraft),Sensations Intense,2006,70,Belgium,1,,
Cravve,New Ireland,2014,70,Australia,"2,5",Forastero,Papua New Guinea
Cravve,"Vanuatu, batch 2410",2014,83,Australia,"2,75",Trinitario,Vanuatu
Cravve,"Tanzania, batch a1",2012,75,Australia,"3,25",Forastero,Tanzania
Cravve,"Bahia, batch a1213",2012,65,Australia,"3,25",Trinitario,Brazil
Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67,Australia,"3,25",Trinitario,Fiji
Cravve,Vanuatu,2012,64,Australia,"3,25",Trinitario,Vanuatu
Cravve,Djual Island,2012,75,Australia,"3,5",Forastero,Papua New Guinea
Creo,"""heirloom"", Arriba Nacional",2016,85,U.S.A.,"3,25",Forastero (Nacional),Ecuador
Creo,"""heirloom"", Arriba Nacional",2016,73,U.S.A.,"3,75",Forastero (Nacional),Ecuador
Daintree,Goodman Estate,2015,70,Australia,"2,75",,Australia
Daintree,"Daintree Estates, N. Queensland",2011,70,Australia,"3,25",,Australia
Dalloway,"Dominican Republic, batch 7",2017,72,U.S.A.,"2,75",,Dominican Republic
Damson,Robson Estate,2015,70,U.K.,3,Trinitario,Trinidad
Damson,Los Rios,2015,70,U.K.,"3,5",,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,2015,70,U.K.,"2,25",,Grenada
Damson,O'Payo,2015,70,U.K.,"2,75",,Nicaragua
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70,U.S.A.,"3,75",,
Dandelion,"Maya Mtn., Break Bar- Snark",2015,70,U.S.A.,3,Trinitario,Belize
Dandelion,Maya Mountain,2014,70,U.S.A.,"3,5",Trinitario,Belize
Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70,U.S.A.,"3,5",,Ecuador
Dandelion,Buto,2014,70,U.S.A.,"2,75",,Liberia
Dandelion,"San Francisco de Macoris, Cibao region",2014,70,U.S.A.,"3,75",,Dominican Republic
Dandelion,"Cumboto, farmer Jose Lugo",2013,70,U.S.A.,"2,75",,Venezuela
Dandelion,Patanemo,2013,70,U.S.A.,"3,25",,Venezuela
Dandelion,"Mantuano, 2012",2013,70,U.S.A.,"3,5",,Venezuela
Dandelion,Papua New Guinea,2013,70,U.S.A.,"3,5",,Papua New Guinea
Dandelion,Upala,2012,70,U.S.A.,3,,Costa Rica
Dandelion,Colombian,2012,70,U.S.A.,"3,25",,Colombia
Dandelion,"Elvesia, 2011",2012,70,U.S.A.,"3,75",,Dominican Republic
Dandelion,Dominican Republic,2011,70,U.S.A.,"3,25",,Dominican Republic
Dandelion,Madagascar,2011,70,U.S.A.,"3,25",Trinitario,Madagascar
Dandelion,Tanzania,2011,70,U.S.A.,"3,25",,Tanzania
Danta,Los Ujuxtes,2014,82,Guatemala,"3,25",,Guatemala
Danta,Chuao,2012,75,Guatemala,3,Trinitario,Venezuela
Danta,Los Ujuxtes,2012,70,Guatemala,"3,75",,Guatemala
Danta,Sambirano,2012,70,Guatemala,"3,75",Trinitario,Madagascar
Danta,Las Acacias E.,2012,70,Guatemala,4,Criollo,Guatemala
Danta,"Oscuro, Finca Chimelb",2012,70,Guatemala,"3,25",,Guatemala
Danta,Los Ujuxtes,2011,60,Guatemala,"3,5",,Guatemala
Danta,Las Acacias E.,2009,75,Guatemala,3,Criollo,Guatemala
Danta,Las Acacias E.,2009,60,Guatemala,"3,25",Criollo,Guatemala
DAR,"Venezuela, batch 122",2016,72,U.S.A.,"2,75",,Venezuela
DAR,Vietnam,2016,72,U.S.A.,3,Trinitario,Vietnam
DAR,"DUO, batch 002",2016,70,U.S.A.,"3,25",,"Ecuador, Costa Rica"
Dark Forest,Bolivia,2016,75,U.S.A.,"3,25",,Bolivia
Dark Forest,Madagascar,2015,70,U.S.A.,3,Trinitario,Madagascar
Dark Forest,Ocumare,2015,70,U.S.A.,"3,25",,Venezuela
Dark Forest,Tanzania,2015,70,U.S.A.,3,,Tanzania
Dark Forest,Ecuador,2015,70,U.S.A.,"3,25",,Ecuador
Davis,Ghana,2013,70,U.S.A.,"2,5",Forastero,Ghana
Davis,Rainforest,2013,70,U.S.A.,"2,75",,Dominican Republic
Davis,Venezuela,2013,70,U.S.A.,"2,75",,Venezuela
Davis,West Africa,2012,58,U.S.A.,"3,25",Forastero,West Africa
De Mendes,"Nativo, Varzea",2015,72,Brazil,"3,5",,Brazil
De Mendes,"Selvagem, Jari",2015,65,Brazil,"3,5",,Brazil
De Villiers,Bundibugyo District,2016,70,South Africa,"2,5",Forastero,Uganda
De Villiers,"Sambirano Valley, batch 2477",2016,70,South Africa,3,,Madagascar
Dean and Deluca (Belcolade),Madagascar,2007,66,U.S.A.,"2,5",Trinitario,Madagascar
Dean and Deluca (Belcolade),Costa Rica,2007,64,U.S.A.,3,,Costa Rica
Dean and Deluca (Belcolade),Ecuador,2007,71,U.S.A.,3,,Ecuador
Dean and Deluca (Belcolade),Ghana,2007,60,U.S.A.,3,Forastero,Ghana
Dean and Deluca (Belcolade),Papua New Guinea,2007,64,U.S.A.,3,,Papua New Guinea
Dean and Deluca (Belcolade),Peru,2007,64,U.S.A.,3,,Peru
Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,64,France,3,,Papua New Guinea
Debauve & Gallais (Michel Cluizel),Venezuela,2008,66,France,"3,75",,Venezuela
Desbarres,"Kilombero, batch 41",2016,72,Canada,"2,5",,Tanzania
DeVries,Bolivian,2008,80,U.S.A.,"2,75",,Bolivia
DeVries,Costa Rica,2007,77,U.S.A.,"3,5",Trinitario,Costa Rica
DeVries,Dominican Republic,2007,77,U.S.A.,"3,5",,Dominican Republic
Dick Taylor,Lanquin Estate,2017,70,U.S.A.,"3,75",,Guatemala
Dick Taylor,Tien Giang,2016,78,U.S.A.,"3,5",Trinitario,Vietnam
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,70,U.S.A.,"3,75",,Bolivia
Dick Taylor,Elvesia,2014,74,U.S.A.,"3,5",,Dominican Republic
Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,70,U.S.A.,"3,25",,Ecuador
Dick Taylor,Camino Verde,2013,76,U.S.A.,"3,5",,Ecuador
Dick Taylor,Bolivia,2012,75,U.S.A.,"2,75",,Bolivia
Dick Taylor,Belize,2012,72,U.S.A.,"2,75",Trinitario,Belize
Dick Taylor,Sambirano,2011,80,U.S.A.,"2,75",Trinitario,Madagascar
Dick Taylor,Sambirano,2011,72,U.S.A.,3,Trinitario,Madagascar
Dick Taylor,Mantuano,2011,75,U.S.A.,"2,75",Criollo,Venezuela
Dick Taylor,La Red,2011,74,U.S.A.,3,,Dominican Republic
Dick Taylor,Ecuador,2011,70,U.S.A.,"3,25",,Ecuador
Doble & Bignall,Puerto Cabello,2015,85,U.K.,3,,Venezuela
Doble & Bignall,"Panama, Raven",2014,72,U.K.,"3,25",,Panama
Doble & Bignall,"Puerto Cabello, Mantuano",2014,72,U.K.,"3,25",Trinitario,Venezuela
Doble & Bignall,Johe,2014,72,U.K.,"3,5","Criollo, Trinitario",Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,70,U.S.A.,"3,75",,Hawaii
Dolfin (Belcolade),Africa,2008,88,Belgium,3,Forastero,West Africa
Dolfin (Belcolade),Noir,2006,70,Belgium,"1,5",,
Domori,Hacienda Victoria,2015,70,Italy,"3,75",,Ecuador
Domori,Ocumare 77,2015,70,Italy,"3,75",Criollo (Ocumare 77),Venezuela
Domori,"IL100, H. San Jose",2013,100,Italy,3,Criollo,Venezuela
Domori,Morogoro,2012,70,Italy,"3,5",,Tanzania
Domori,Guasare,2012,70,Italy,"3,75",Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",2011,70,Italy,"3,5",Criollo,Venezuela
Domori,"Chuao, Hacienda San Jose",2010,70,Italy,3,Trinitario,Venezuela
Domori,"Carupano, H. San Jose",2008,70,Italy,3,Trinitario,Venezuela
Domori,Teyuna,2008,70,Italy,3,,Colombia
Domori,Blend No. 1,2008,78,Italy,"3,5",Blend,
Domori,Ilblend,2008,70,Italy,"3,75",Blend,
Domori,Porcelana,2007,70,Italy,4,Criollo (Porcelana),Venezuela
Domori,"Ocumare 61, Puertomar",2007,75,Italy,"3,25",Criollo (Ocumare 61),Venezuela
Domori,Granella,2007,60,Italy,"3,25",Trinitario,Venezuela
Domori,Madagascar,2007,70,Italy,"3,5",Trinitario,Madagascar
Domori,Madagared,2007,70,Italy,"3,5",Criollo,Madagascar
Domori,"Java, Javablond",2007,70,Italy,"3,75",Criollo,Indonesia
Domori,Ecuador,2007,70,Italy,4,Forastero (Arriba),Ecuador
Domori,"Ocumare 67, Puertofino",2007,70,Italy,4,Criollo (Ocumare 67),Venezuela
Domori,Sur del Lago Classificado,2006,70,Italy,3,Trinitario,Venezuela
Domori,Apurimac,2006,70,Italy,"3,25",Trinitario,Peru
Domori,Carenero Superior,2006,70,Italy,"3,5",Trinitario,Venezuela
Dormouse,Non Pariel Estate,2016,75,U.K.,"2,75",Trinitario,Grenada
Dormouse,"Rio Caribe, Batch 7",2015,70,U.K.,"2,5",Trinitario,Venezuela
Dormouse,"Colombia, Batch 9",2015,80,U.K.,"2,75","Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",2015,77,U.K.,"2,75","Criollo, Trinitario",Madagascar
Duffy's,"Rio Dulce, Xoco",2015,70,U.K.,4,Criollo,Guatemala
Duffy's,"Chuno, Xoco",2014,70,U.K.,"3,5",Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",2014,76,U.K.,"3,75",Criollo,Nicaragua
Duffy's,Ocumare,2012,72,U.K.,"3,75",,Venezuela
Duffy's,"Indio Rojo, Xoco",2011,72,U.K.,"3,75",Criollo,Honduras
Duffy's,Dominican Republic,2011,65,U.K.,"3,5",,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",2011,72,U.K.,3,,Panama
Duffy's,"Nicaliso, Xoco",2011,71,U.K.,"3,25",Criollo,Nicaragua
Duffy's,Ocumare,2011,71,U.K.,"3,5",,Venezuela
Duffy's,Panama,2010,70,U.K.,"3,5",,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",2010,72,U.K.,"3,75",,Ecuador
Duffy's,Star of Ecuador,2010,70,U.K.,"2,5",,Ecuador
Duffy's,Star of Peru,2010,70,U.K.,"3,75",,Peru
Dulcinea,Dominican Republic,2015,70,U.S.A.,"3,25",,Dominican Republic
Durand,Madagascar,2012,82,France,"2,75",Trinitario,Madagascar
Durci,"Maranon, Joya Rara",2015,70,U.S.A.,"3,5",Forastero (Nacional),Peru
Durci,"Rio Caribe, Tepui Treasure",2015,70,U.S.A.,"3,5",Trinitario,Venezuela
Durci,Taino Secret,2015,70,U.S.A.,"3,25",,Domincan Republic
Durci,"Carenero, Empyrean Sabor",2015,70,U.S.A.,"3,25",Trinitario,Venezuela
Durci,Corona Arriba,2015,70,U.S.A.,4,,Ecuador
East Van Roasters,Peru,2014,70,Canada,"3,25",,Peru
East Van Roasters,Madagascar,2014,70,Canada,"3,5",Trinitario,Madagascar
East Van Roasters,Dominican Republic,2014,70,Canada,"3,75",,Dominican Republic
Eau de Rose,Tumaco,2016,70,Canada,"3,25",,Colombia
Eau de Rose,Arauca,2016,70,Canada,"3,25",,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72,U.S.A.,"2,75",Forastero (Nacional),Peru
Edelmond,Porcelana,2016,68,Germany,3,Criollo,Venezuela
El Ceibo,"Alto Beni, Covendo Region",2011,75,Bolivia,"3,75",,Bolivia
El Ceibo,Alto Beni,2008,71,Bolivia,"2,75",,Bolivia
El Rey,San Joaquin,2015,70,Venezuela,"3,75",,Venezuela
El Rey,"Rio Caribe, Cariaco",2009,60.5,Venezuela,"2,75",Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",2009,70,Venezuela,3,Trinitario,Venezuela
El Rey,"Carenero Superior, Apamate",2008,74,Venezuela,"2,5",Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",2008,58,Venezuela,"2,5",Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",2008,61,Venezuela,3,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",2006,70,Venezuela,"2,75",Criollo,Venezuela
Emerald Estate,Emerald Estate,2013,60,St. Lucia,"2,75",,St. Lucia
Emerald Estate,Emerald Estate,2013,70,St. Lucia,"3,25",,St. Lucia
Emily's,Patanemo,2015,79,Japan,3,,Venezuela
Emily's,Peru,2015,78,Japan,"3,5",Criollo,Peru
ENNA,"Wampusirpi, batch 007",2016,75,U.S.A.,"3,25",,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80,Spain,"3,25",Forastero,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,2014,70,France,"3,25",Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,2014,80,France,3,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,2014,74,France,"3,25",Trinitario,Vietnam
Escazu,Rio Caribe,2012,70,U.S.A.,"2,75",Trinitario,Venezuela
Escazu,Guapiles,2009,65,U.S.A.,2,,Costa Rica
Escazu,Carenero Superior,2009,81,U.S.A.,"3,5",Criollo,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend",2009,74,U.S.A.,"2,75",,"Cost Rica, Ven"
Escazu,Ocumare,2008,72,U.S.A.,3,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",2011,55,U.S.A.,"2,5",,"Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,2011,55,U.S.A.,"2,5",Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,2011,70,U.S.A.,"2,5",Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Red Vanilla,2011,62,U.S.A.,"2,75",,
Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62,U.S.A.,"2,5",,"Venezuela, Trinidad"
Ethereal,Belize,2014,80,U.S.A.,3,Trinitario,Belize
Ethereal,Ecuador,2014,80,U.S.A.,"3,5",,Ecuador
Ethereal,Dominican Republic,2014,80,U.S.A.,"3,75",,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75,U.S.A.,"2,75",,Brazil
Feitoria Cacao,Blue Mountain,2016,76,Portugal,3,,Jamaica
Feitoria Cacao,Cuyagua,2016,76,Portugal,"2,5",,Venezuela
Feitoria Cacao,Maya Mountain,2016,76,Portugal,"2,75",Trinitario,Belize
Felchlin,Grenada,2010,58,Switzerland,"3,5",Trinitario,Grenada
Felchlin,Supremo- SF,2006,62,Switzerland,2,,
Felchlin,Elvesia P.,2006,74,Switzerland,3,"Trinitario, Criollo",Dominican Republic
Felchlin,"Madagascar, Grand Cru",2006,64,Switzerland,3,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,2006,65,Switzerland,3,Criollo,Venezuela
Felchlin,Arriba,2006,72,Switzerland,"3,5",Forastero (Arriba),Ecuador
Felchlin,"Alto Beni, Cru Savage",2006,68,Switzerland,4,Criollo (Wild),Bolivia
Finca,Puerto Rico,2014,65,U.S.A.,"2,25",,Puerto Rico
Finca,Dominican Republic,2014,80,U.S.A.,3,,Dominican Republic
Finca,Dominican Republic,2014,70,U.S.A.,"3,25",,Dominican Republic
Finca,Dominican Republic,2014,85,U.S.A.,"2,5",,Dominican Republic
Forever Cacao,Rio Eni,2014,72,U.K.,"2,75",Criollo,Peru
Forteza (Cortes),Dominican Republic,2016,70,Puerto Rico,"2,75",,Domincan Republic
Forteza (Cortes),Puerto Rico,2016,80,Puerto Rico,"2,75",,Domincan Republic
Fossa,"Akesson's E., Sambirano V.",2016,70,Singapore,"2,75",,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",2016,75,Singapore,"3,5",,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",2016,67,Singapore,"3,75",Trinitario,Tanzania
Franceschi,Choroni,2014,70,Venezuela,"3,5",,Venezuela
Franceschi,Ocumare,2014,70,Venezuela,"3,75",,Venezuela
Franceschi,Canoabo,2012,70,Venezuela,"3,75",,Venezuela
Franceschi,Sur del Lago,2012,60,Venezuela,"3,5",,Venezuela
Frederic Blondeel,Costa Rica,2015,70,Belgium,"3,5",,Costa Rica
Frederic Blondeel,Peru Brutus,2015,75,Belgium,"3,5",,Peru
Frederic Blondeel,Vietnam,2015,80,Belgium,3,Trinitario,Vietnam
Frederic Blondeel,Ghana,2014,60,Belgium,"3,5",Forastero,Ghana
Frederic Blondeel,Madagascar,2014,65,Belgium,"3,5",Trinitario,Madagascar
French Broad,"Norandino, batch 161208",2017,70,U.S.A.,"3,5",,Peru
French Broad,Guatemala,2015,73,U.S.A.,"3,5",,Guatemala
French Broad,San Andres,2014,80,U.S.A.,3,,Costa Rica
French Broad,Matagalpa,2014,68,U.S.A.,"3,25",,Nicaragua
French Broad,"Palo Blanco, Chulucanas",2013,66,U.S.A.,"3,5",,Peru
French Broad,Tumbes Coop,2012,70,U.S.A.,"2,5",Criollo,Peru
French Broad,"Palo Blanco, Chulucanas",2012,61,U.S.A.,"3,5",,Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81,U.S.A.,2,,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",2011,70,U.S.A.,"3,5",Forastero (Nacional),Peru
